Key,Date,Volume,Disc,max_T,min_T,avg_T,precipitation,Consumer_Price_Index_month,Exchange_Rate_Index_Period_Average_month,Exchange_Rate_LCU_per_US_Period_Average_month,Industrial_Production_Index_month,Wholesale_Producer_Price_Index_LCU_basus_month,Nominal_Consumption_Total_lcu_quarter,Nominal_Consumption_Total_US_quarter,Nominal_GDP_lcu_quarter,Nominal_GDP_US_quarter,Nominal_Private_Consumption_lcu_quarter,Nominal_Private_Consumption_US_quarter,Real_Consumption_Total_lcu_quarter,Real_Consumption_Total_US_quarter,Real_GDP_lcu_quarter,Real_GDP_US_quarter,Real_Private_Consumption_lcu_quarter,Real_Private_Consumption_US_quarter,Unemployment_Rate_quarter,Disposable_Personal_Income_lcu_annual,Disposable_personal_income_real_lcu_annual,Disposable_Personal_Income_US_annual,Employment_Total_annual,Index_Unit_Labor_Costs_LCU_basis_annual,Index_Unit_Labor_Costs_US_basis_annual,Index_wages_straight_time_LCU_basis_annual,Index_wages_straight_time_US_basis_annual,Nominal_GDP_per_employee_annual,Nominal_Consumption_Per_Capita_US_annual,Nominal_GDP_Per_Capita_lcu_annual,Nominal_Indirect_Taxes_Minus_Subsidies_lcu_annual,Nominal_Indirect_Taxes_Minus_Subsidies_US_annual,Number_of_households_annual,Participation_Rate_annual,Population_Age_Bracket_15_64_annual,Population_Total_annual,Population_Urban_annual,Price_of_Crude_Oil_LCU_basis_annual,Real_GDP_Per_Capita_lcu_annual,Real_Indirect_Taxes_Minus_Subsidies_lcu_annual,Real_Price_of_Crude_Oil_LCU_basis_annual,Real_Price_of_Crude_Oil_US_basis_annual,Share_of_Population_Urban_annual,Tax_Rate_Overall_Taxes_annual,Tax_Rate_Personal_Income_Taxes_annual,Terms_of_Trade_annual,Unemployment_annual,Wages_and_Salaries_Gross_lcu_annual,Wages_and_Salaries_Gross_US_annual,Working_Age_Population_annual,Index_Retail_Sales_Real_month,Real_GDP_at_Factor_Cost_Services_lcu_annual,PMI,Inflation_Rate,Selling_days_ratio,Selling_days,Selling_days_Quarter,Selling_days_Half,Selling_days_9,Selling_days_17,Holidays,Holidays_9,Holidays_17,Sales_Package,Marketing_Package,Month,Month1,Month2,Month3,Month4,Month5,Month6,Month7,Month8,Month9,Month10,Month11,Month12,Growth_rate
C,2018-02-01T00:00:00Z,863668.175,84229399.024124,49.0005537587527,30.4179985774746,39.708119785287,0.721683779506286,85.4585,108.6444,6.8277,58.7934,103.0408,45898.72,7220.1471,89250.15,14039.5901,33285.97,5236.085,36762.81,7019.9126,71807.29,13051.1611,26713.79,5101.0374,3.7112,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,50.3,2.9,0.678571428571429,19,72,144,19,19,9,9,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
D,2018-02-01T00:00:00Z,361311.028,51358445.773688,49.0005537587527,30.4179985774746,39.708119785287,0.721683779506286,85.4585,108.6444,6.8277,58.7934,103.0408,45898.72,7220.1471,89250.15,14039.5901,33285.97,5236.085,36762.81,7019.9126,71807.29,13051.1611,26713.79,5101.0374,3.7112,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,50.3,2.9,0.678571428571429,19,72,144,19,19,9,9,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
E,2018-02-01T00:00:00Z,139186.498,31189859.136533,49.0005537587527,30.4179985774746,39.708119785287,0.721683779506286,85.4585,108.6444,6.8277,58.7934,103.0408,45898.72,7220.1471,89250.15,14039.5901,33285.97,5236.085,36762.81,7019.9126,71807.29,13051.1611,26713.79,5101.0374,3.7112,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,50.3,2.9,0.678571428571429,19,72,144,19,19,9,9,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
J,2018-02-01T00:00:00Z,0,1143.53,49.0005537587527,30.4179985774746,39.708119785287,0.721683779506286,85.4585,108.6444,6.8277,58.7934,103.0408,45898.72,7220.1471,89250.15,14039.5901,33285.97,5236.085,36762.81,7019.9126,71807.29,13051.1611,26713.79,5101.0374,3.7112,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,50.3,2.9,0.678571428571429,19,72,144,19,19,9,9,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
F,2018-02-01T00:00:00Z,678854.244731811,56563439.7474054,49.0005537587527,30.4179985774746,39.708119785287,0.721683779506286,85.4585,108.6444,6.8277,58.7934,103.0408,45898.72,7220.1471,89250.15,14039.5901,33285.97,5236.085,36762.81,7019.9126,71807.29,13051.1611,26713.79,5101.0374,3.7112,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,50.3,2.9,0.678571428571429,19,72,144,19,19,9,9,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
G,2018-02-01T00:00:00Z,260966.616,38791638.7962769,49.0005537587527,30.4179985774746,39.708119785287,0.721683779506286,85.4585,108.6444,6.8277,58.7934,103.0408,45898.72,7220.1471,89250.15,14039.5901,33285.97,5236.085,36762.81,7019.9126,71807.29,13051.1611,26713.79,5101.0374,3.7112,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,50.3,2.9,0.678571428571429,19,72,144,19,19,9,9,9,669,74,2,0,1,0,0,0,0,0,0,0,0,0,0,0
M,2018-03-01T00:00:00Z,0.085,0,63.5899356385665,43.8804493046687,53.7337410174868,2.16666415254109,85.4585,108.6444,6.8277,58.7934,103.0408,45898.72,7220.1471,89250.15,14039.5901,33285.97,5236.085,36762.81,7019.9126,71807.29,13051.1611,26713.79,5101.0374,3.7112,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.5,2.1,0.870967741935484,27,72,144,27,27,4,4,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
A,2018-03-01T00:00:00Z,1410440.00837784,424448382.004653,63.5899356385665,43.8804493046687,53.7337410174868,2.16666415254109,85.4585,108.6444,6.8277,58.7934,103.0408,45898.72,7220.1471,89250.15,14039.5901,33285.97,5236.085,36762.81,7019.9126,71807.29,13051.1611,26713.79,5101.0374,3.7112,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.5,2.1,0.870967741935484,27,72,144,27,27,4,4,4,15657,2756,3,0,0,1,0,0,0,0,0,0,0,0,0,0
I,2018-03-01T00:00:00Z,390593.743,18627800.498005,63.5899356385665,43.8804493046687,53.7337410174868,2.16666415254109,85.4585,108.6444,6.8277,58.7934,103.0408,45898.72,7220.1471,89250.15,14039.5901,33285.97,5236.085,36762.81,7019.9126,71807.29,13051.1611,26713.79,5101.0374,3.7112,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.5,2.1,0.870967741935484,27,72,144,27,27,4,4,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
H,2018-03-01T00:00:00Z,234601.503,36237259.654167,63.5899356385665,43.8804493046687,53.7337410174868,2.16666415254109,85.4585,108.6444,6.8277,58.7934,103.0408,45898.72,7220.1471,89250.15,14039.5901,33285.97,5236.085,36762.81,7019.9126,71807.29,13051.1611,26713.79,5101.0374,3.7112,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.5,2.1,0.870967741935484,27,72,144,27,27,4,4,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
L,2018-03-01T00:00:00Z,21816.103,2825426.981896,63.5899356385665,43.8804493046687,53.7337410174868,2.16666415254109,85.4585,108.6444,6.8277,58.7934,103.0408,45898.72,7220.1471,89250.15,14039.5901,33285.97,5236.085,36762.81,7019.9126,71807.29,13051.1611,26713.79,5101.0374,3.7112,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.5,2.1,0.870967741935484,27,72,144,27,27,4,4,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
B,2018-03-01T00:00:00Z,709207.593,130236517.20095,63.5899356385665,43.8804493046687,53.7337410174868,2.16666415254109,85.4585,108.6444,6.8277,58.7934,103.0408,45898.72,7220.1471,89250.15,14039.5901,33285.97,5236.085,36762.81,7019.9126,71807.29,13051.1611,26713.79,5101.0374,3.7112,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.5,2.1,0.870967741935484,27,72,144,27,27,4,4,4,9681,2760,3,0,0,1,0,0,0,0,0,0,0,0,0,0
C,2018-03-01T00:00:00Z,1028404.108,91566514.4149247,63.5899356385665,43.8804493046687,53.7337410174868,2.16666415254109,85.4585,108.6444,6.8277,58.7934,103.0408,45898.72,7220.1471,89250.15,14039.5901,33285.97,5236.085,36762.81,7019.9126,71807.29,13051.1611,26713.79,5101.0374,3.7112,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.5,2.1,0.870967741935484,27,72,144,27,27,4,4,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
D,2018-03-01T00:00:00Z,493973.36,51444735.154953,63.5899356385665,43.8804493046687,53.7337410174868,2.16666415254109,85.4585,108.6444,6.8277,58.7934,103.0408,45898.72,7220.1471,89250.15,14039.5901,33285.97,5236.085,36762.81,7019.9126,71807.29,13051.1611,26713.79,5101.0374,3.7112,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.5,2.1,0.870967741935484,27,72,144,27,27,4,4,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
E,2018-03-01T00:00:00Z,116007.61,22603047.437712,63.5899356385665,43.8804493046687,53.7337410174868,2.16666415254109,85.4585,108.6444,6.8277,58.7934,103.0408,45898.72,7220.1471,89250.15,14039.5901,33285.97,5236.085,36762.81,7019.9126,71807.29,13051.1611,26713.79,5101.0374,3.7112,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.5,2.1,0.870967741935484,27,72,144,27,27,4,4,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
J,2018-03-01T00:00:00Z,0,32659.15,63.5899356385665,43.8804493046687,53.7337410174868,2.16666415254109,85.4585,108.6444,6.8277,58.7934,103.0408,45898.72,7220.1471,89250.15,14039.5901,33285.97,5236.085,36762.81,7019.9126,71807.29,13051.1611,26713.79,5101.0374,3.7112,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.5,2.1,0.870967741935484,27,72,144,27,27,4,4,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
F,2018-03-01T00:00:00Z,856734.444842479,54616160.0802904,63.5899356385665,43.8804493046687,53.7337410174868,2.16666415254109,85.4585,108.6444,6.8277,58.7934,103.0408,45898.72,7220.1471,89250.15,14039.5901,33285.97,5236.085,36762.81,7019.9126,71807.29,13051.1611,26713.79,5101.0374,3.7112,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.5,2.1,0.870967741935484,27,72,144,27,27,4,4,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
G,2018-03-01T00:00:00Z,546141.148,-10254503.054546,63.5899356385665,43.8804493046687,53.7337410174868,2.16666415254109,85.4585,108.6444,6.8277,58.7934,103.0408,45898.72,7220.1471,89250.15,14039.5901,33285.97,5236.085,36762.81,7019.9126,71807.29,13051.1611,26713.79,5101.0374,3.7112,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.5,2.1,0.870967741935484,27,72,144,27,27,4,4,4,1799,115,3,0,0,1,0,0,0,0,0,0,0,0,0,0
M,2018-04-01T00:00:00Z,0,0,72.8959700538059,53.1149680881644,63.0035252386753,2.88879222727351,85.4585,108.6444,6.8277,58.7934,103.0408,46929.27,7355.2247,90827.04,14235.3223,34022.39,5332.3293,37455.19,7152.1236,73025.6,13272.5921,27194.29,5192.7896,3.7017,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.4,1.8,0.733333333333333,22,72,144,22,22,8,8,8,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
A,2018-04-01T00:00:00Z,1601445.61302727,476164987.363695,72.8959700538059,53.1149680881644,63.0035252386753,2.88879222727351,85.4585,108.6444,6.8277,58.7934,103.0408,46929.27,7355.2247,90827.04,14235.3223,34022.39,5332.3293,37455.19,7152.1236,73025.6,13272.5921,27194.29,5192.7896,3.7017,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.4,1.8,0.733333333333333,22,72,144,22,22,8,8,8,17177,3929,4,0,0,0,1,0,0,0,0,0,0,0,0,0
I,2018-04-01T00:00:00Z,240677.248,9224362.0775,72.8959700538059,53.1149680881644,63.0035252386753,2.88879222727351,85.4585,108.6444,6.8277,58.7934,103.0408,46929.27,7355.2247,90827.04,14235.3223,34022.39,5332.3293,37455.19,7152.1236,73025.6,13272.5921,27194.29,5192.7896,3.7017,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.4,1.8,0.733333333333333,22,72,144,22,22,8,8,8,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
H,2018-04-01T00:00:00Z,232700.328,35351078.836164,72.8959700538059,53.1149680881644,63.0035252386753,2.88879222727351,85.4585,108.6444,6.8277,58.7934,103.0408,46929.27,7355.2247,90827.04,14235.3223,34022.39,5332.3293,37455.19,7152.1236,73025.6,13272.5921,27194.29,5192.7896,3.7017,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.4,1.8,0.733333333333333,22,72,144,22,22,8,8,8,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
L,2018-04-01T00:00:00Z,27469.145,3441963.467546,72.8959700538059,53.1149680881644,63.0035252386753,2.88879222727351,85.4585,108.6444,6.8277,58.7934,103.0408,46929.27,7355.2247,90827.04,14235.3223,34022.39,5332.3293,37455.19,7152.1236,73025.6,13272.5921,27194.29,5192.7896,3.7017,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.4,1.8,0.733333333333333,22,72,144,22,22,8,8,8,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
B,2018-04-01T00:00:00Z,656917.559,119027138.146268,72.8959700538059,53.1149680881644,63.0035252386753,2.88879222727351,85.4585,108.6444,6.8277,58.7934,103.0408,46929.27,7355.2247,90827.04,14235.3223,34022.39,5332.3293,37455.19,7152.1236,73025.6,13272.5921,27194.29,5192.7896,3.7017,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.4,1.8,0.733333333333333,22,72,144,22,22,8,8,8,8846,4633,4,0,0,0,1,0,0,0,0,0,0,0,0,0
C,2018-04-01T00:00:00Z,953594.700999999,86009592.0021071,72.8959700538059,53.1149680881644,63.0035252386753,2.88879222727351,85.4585,108.6444,6.8277,58.7934,103.0408,46929.27,7355.2247,90827.04,14235.3223,34022.39,5332.3293,37455.19,7152.1236,73025.6,13272.5921,27194.29,5192.7896,3.7017,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.4,1.8,0.733333333333333,22,72,144,22,22,8,8,8,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
D,2018-04-01T00:00:00Z,486478.558,57896547.3513039,72.8959700538059,53.1149680881644,63.0035252386753,2.88879222727351,85.4585,108.6444,6.8277,58.7934,103.0408,46929.27,7355.2247,90827.04,14235.3223,34022.39,5332.3293,37455.19,7152.1236,73025.6,13272.5921,27194.29,5192.7896,3.7017,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.4,1.8,0.733333333333333,22,72,144,22,22,8,8,8,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
E,2018-04-01T00:00:00Z,154445.821,24725471.337326,72.8959700538059,53.1149680881644,63.0035252386753,2.88879222727351,85.4585,108.6444,6.8277,58.7934,103.0408,46929.27,7355.2247,90827.04,14235.3223,34022.39,5332.3293,37455.19,7152.1236,73025.6,13272.5921,27194.29,5192.7896,3.7017,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.4,1.8,0.733333333333333,22,72,144,22,22,8,8,8,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
J,2018-04-01T00:00:00Z,0,232.35,72.8959700538059,53.1149680881644,63.0035252386753,2.88879222727351,85.4585,108.6444,6.8277,58.7934,103.0408,46929.27,7355.2247,90827.04,14235.3223,34022.39,5332.3293,37455.19,7152.1236,73025.6,13272.5921,27194.29,5192.7896,3.7017,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.4,1.8,0.733333333333333,22,72,144,22,22,8,8,8,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
F,2018-04-01T00:00:00Z,997163.792963773,53473832.1596728,72.8959700538059,53.1149680881644,63.0035252386753,2.88879222727351,85.4585,108.6444,6.8277,58.7934,103.0408,46929.27,7355.2247,90827.04,14235.3223,34022.39,5332.3293,37455.19,7152.1236,73025.6,13272.5921,27194.29,5192.7896,3.7017,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.4,1.8,0.733333333333333,22,72,144,22,22,8,8,8,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
G,2018-04-01T00:00:00Z,601703.856,5186795.053342,72.8959700538059,53.1149680881644,63.0035252386753,2.88879222727351,85.4585,108.6444,6.8277,58.7934,103.0408,46929.27,7355.2247,90827.04,14235.3223,34022.39,5332.3293,37455.19,7152.1236,73025.6,13272.5921,27194.29,5192.7896,3.7017,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.4,1.8,0.733333333333333,22,72,144,22,22,8,8,8,1687,1112,4,0,0,0,1,0,0,0,0,0,0,0,0,0
M,2018-05-01T00:00:00Z,0,0,80.5254690941981,62.6437836822781,71.5829497302892,4.84627088617869,85.4585,108.6444,6.8277,58.7934,103.0408,46929.27,7355.2247,90827.04,14235.3223,34022.39,5332.3293,37455.19,7152.1236,73025.6,13272.5921,27194.29,5192.7896,3.7017,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.9,1.8,0.838709677419355,26,72,144,26,26,5,5,5,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
A,2018-05-01T00:00:00Z,2037693.52440892,530129439.958028,80.5254690941981,62.6437836822781,71.5829497302892,4.84627088617869,85.4585,108.6444,6.8277,58.7934,103.0408,46929.27,7355.2247,90827.04,14235.3223,34022.39,5332.3293,37455.19,7152.1236,73025.6,13272.5921,27194.29,5192.7896,3.7017,39250.8325,31206.9461,5933.4642,775.8599,104.7094,99.4748,134.0017,127.3028,17911.1896,3623.3809,64391.3056,-0.0175,-0.0026,459.9264,0.7024,1016.5155,1427.6478,844.4822,469.4399,51511.3024,0,375.5392,68.2552,59.152,16.9158,0.5623,95.0042,29.8102,84743.99,12810.5673,1016.5155,55.4772,34722.2625,51.9,1.8,0.838709677419355,26,72,144,26,26,5,5,5,24259,8136,5,0,0,0,0,1,0,0,0,0,0,0,0,0
